year,month,TNA,WPO,WP,SCA,EAWR,EA,ADI,AMO,AO,EPNP,EPO,NAO,NOI,PDO,PNA,POL,T2M_Anomaly_Midwest_Detrended,T2M_StdAnom_Midwest_Detrended,TP_Anomaly_Midwest_Detrended,TP_StdAnom_Midwest_Detrended,T2M_Anomaly_Eastern_Europe_Detrended,T2M_StdAnom_Eastern_Europe_Detrended,TP_Anomaly_Eastern_Europe_Detrended,TP_StdAnom_Eastern_Europe_Detrended,T2M_Anomaly_East_Asia_Detrended,T2M_StdAnom_East_Asia_Detrended,TP_Anomaly_East_Asia_Detrended,TP_StdAnom_East_Asia_Detrended,T2M_Anomaly_Eastern_Australia_Detrended,T2M_StdAnom_Eastern_Australia_Detrended,TP_Anomaly_Eastern_Australia_Detrended,TP_StdAnom_Eastern_Australia_Detrended,T2M_Anomaly_Black_Sea_Detrended,T2M_StdAnom_Black_Sea_Detrended,TP_Anomaly_Black_Sea_Detrended,TP_StdAnom_Black_Sea_Detrended,T2M_Anomaly_Southern_Brazil_Detrended,T2M_StdAnom_Southern_Brazil_Detrended,TP_Anomaly_Southern_Brazil_Detrended,TP_StdAnom_Southern_Brazil_Detrended,T2M_Anomaly_India_Detrended,T2M_StdAnom_India_Detrended,TP_Anomaly_India_Detrended,TP_StdAnom_India_Detrended,T2M_Anomaly_Argentina_Detrended,T2M_StdAnom_Argentina_Detrended,TP_Anomaly_Argentina_Detrended,TP_StdAnom_Argentina_Detrended,T2M_Anomaly_Northern_Brazil_Detrended,T2M_StdAnom_Northern_Brazil_Detrended,TP_Anomaly_Northern_Brazil_Detrended,TP_StdAnom_Northern_Brazil_Detrended,T2M_Anomaly_Southern_Plains_Detrended,T2M_StdAnom_Southern_Plains_Detrended,TP_Anomaly_Southern_Plains_Detrended,TP_StdAnom_Southern_Plains_Detrended,T2M_Anomaly_Western_Europe_Detrended,T2M_StdAnom_Western_Europe_Detrended,TP_Anomaly_Western_Europe_Detrended,TP_StdAnom_Western_Europe_Detrended,T2M_Anomaly_Western_Australia_Detrended,T2M_StdAnom_Western_Australia_Detrended,TP_Anomaly_Western_Australia_Detrended,TP_StdAnom_Western_Australia_Detrended,T2M_Anomaly_Northeast_Detrended,T2M_StdAnom_Northeast_Detrended,TP_Anomaly_Northeast_Detrended,TP_StdAnom_Northeast_Detrended,time,SAOD,TSA,SPOD,TPI,SOI,AAO,IPO,IOD,EMI,QBO,MEI,AAM,ENSO_34
1950,1,-0.29,-2.64,-0.95,0.78,1.95,-2.62,-0.75,0.09,-0.46,1.06,-2.2,0.67,0.65,-1.78,-3.68,-1.79,2.822024287,1.095402086,2.788412823,4.293972026,-3.3059015588132814,-1.4800488710782205,0.0165481367311088,0.0280879782520727,4.204112986768121,4.075014399119066,-0.2805321356533914,-0.640462531217373,0.8936168332618024,0.9826107619834018,-0.5577604066528696,-0.434263547330407,-6.428452376306346,-3.3409974919508345,0.3094017940224201,1.2406648972000525,-0.4760333958488019,-0.9412407645468288,1.0963146109371076,0.9970722485711782,0.6857828708821003,1.036291581987244,-0.048279173123737,-0.1984026604887672,0.3901489543827203,0.5907624216608518,-2.2759637212657355,-2.8221143845581804,0.4858638905765247,1.0890080222386074,-1.8983497315740852,-1.080085362896876,2.8776165119392028,1.580155938596285,0.4959611156818806,0.9744702721865895,0.2501062025424017,0.1851580265471542,-1.1933696462886474,-1.5278361020641475,-0.2496076714653945,-0.2625583438978309,0.4116368515746589,0.3861267860328022,5.790806362244848,2.1487733524961268,1.0564724692939826,1.1708377323885255,1950-01-01,1.42,-0.26,-0.06,8.15,7.36,-3.07,-1.43,0.45,-0.43,-9.0,-1.34,,-1.98
1950,2,-0.47,-0.15,-0.65,-1.03,-0.53,0.57,-1.2,-0.04,0.27,-0.62,1.32,0.23,0.7,-2.2,-1.55,0.52,0.455091884,0.178181998,1.007730404,1.764655136,2.839056502158015,1.1791125012392076,-0.4864848558562029,-0.9734056752104576,0.5559314412875431,0.3422430021572413,-0.7592668040964168,-1.2836297041305529,-0.0115955171473984,-0.0143200455322642,0.5089067239525038,0.4679694901413777,-0.003063981205472,-0.0014609159241579,-0.3326914495447866,-1.069906413119,-0.4518536748603097,-0.7752985713297217,0.780618576850463,0.6083746832848552,-1.1053951560083275,-1.190943113632264,0.3031657568248722,0.8963152974152961,0.8129464794600452,0.9537639532684248,-0.8285603586065795,-0.8675067604068878,0.2975678773208727,0.5741071238135821,-0.7313328999917017,-0.4812474747715556,2.3153903970134992,1.2044160638713344,-0.1524457327911268,-0.1989265181250115,2.2783657817014413,1.379488738717802,0.8421620004976771,1.5185620231762973,0.2315867090712551,0.1544036139354928,-1.0083877102677463,-0.6728285599557593,-0.2109055480155959,-0.1018901739789648,0.4890195595386819,0.5900326631557646,1950-02-01,1.46,-0.26,0.28,16.84,15.5,-1.68,-1.64,-1.02,-0.37,-11.37,-1.44,,-1.68
1950,3,-0.41,0.41,-0.23,-0.22,-0.77,0.5,0.64,-0.13,-0.42,-0.04,0.29,-0.62,0.9,-1.75,0.04,0.09,-1.013921572,-0.577727972,-0.305522258,-0.48052469,2.1025104303510944,1.111035238437745,-0.7248072115616271,-1.637666124907754,3.1474564627846746,2.764179320252036,-1.0041603200328608,-1.5585708228156778,-1.0647865932718972,-1.3536964960857287,2.807612081157021,3.3165054697293224,1.666292561877317,0.8971299090587679,-0.2491430788450108,-0.7978388339474778,-0.9404940481460892,-1.6238149291678976,0.1481085770426915,0.1601141523834338,-2.199055452335571,-2.271182910233813,1.3421197824597697,4.755568438915187,1.192477624175762,1.4125875534363872,-2.070202746132576,-2.2248469021045936,-0.4610386321880284,-1.0282811795109836,1.2736423705847937,0.8721204330233289,0.7709206646508253,0.5304662842109639,-1.1461201723517014,-1.7955895626463148,1.133552020696306,0.9733062081314936,-0.9007065776674308,-1.2872180222742156,0.2814978069147074,0.1968374065834858,-0.7771082902996341,-0.5896067925157873,-1.8119443384866467,-1.2319432180089982,-0.0936750575227964,-0.1064731445750893,1950-03-01,1.5,-0.21,0.23,19.31,19.5,-2.54,-1.53,-0.76,-0.63,-10.64,-1.59,,-1.39
1950,4,-0.2,1.03,0.16,0.33,-1.82,-0.53,0.35,-0.16,0.13,-1.62,0.89,0.25,1.07,-1.73,-0.61,0.3,-2.704546205,-1.758040569,0.240909132,0.33142382,2.8833932677364498,2.242958482710514,-0.1350607872634666,-0.3313411953668078,0.7365504688851718,0.7395374820210193,-0.883609560788738,-1.343946464661082,-1.0927872580390812,-1.1479070622954797,0.6169608911666193,0.7568733714065999,3.611762602192673,2.2705914033454384,-1.0116379030270235,-3.151265391054041,0.2845070404863286,0.4025459755346475,-0.226827928638424,-0.2138202688837652,-0.7768682132665035,-0.924253844169285,-0.3112973632375726,-1.3502503452946868,1.5402325348423425,1.726275702701485,-0.7306237110792919,-0.7567673255927526,-0.2113987171425364,-0.3659601319118405,0.5802213975985824,0.4370400741844784,-0.195279652677744,-0.1351816065610808,-0.4178466093676052,-0.5625425070997733,0.2990156970709829,0.3537037965973533,-0.0703795401838571,-0.0906105292829056,0.4854564135021917,0.4221708852029473,-0.7349497330139929,-1.4239405606508655,-1.6131430994746392,-1.3792999574130995,-0.331862809921585,-0.3436195386298425,1950-04-01,0.93,-0.54,0.01,27.39,13.05,-1.56,-2.02,-0.37,-0.46,-8.2,-1.38,,-1.48
1950,5,-0.18,2.41,0.71,0.33,1.82,-0.93,0.87,-0.15,-0.27,-1.91,1.99,-0.59,1.38,-2.83,-0.36,1.04,0.039473088,0.026355425,0.421641757,0.420945252,1.95813979173443,1.6516466314627545,-1.0215128073979425,-2.176478469695481,0.5607415828146394,0.9267332908502872,-0.2477737142134204,-0.3320338316178319,0.8392205766705487,1.2244065606978565,-0.2140726129279835,-0.3780593618727869,1.4610874949606618,1.3522057220606372,-0.3125741965893243,-1.086312801042295,1.071820960146372,1.152823533312881,0.6313650397772301,0.4727686482199847,-0.0749803786719098,-0.1198673267958664,0.0324371617499295,0.055095179697965,0.2265072796116953,0.1747779675838673,0.3854991142184185,0.6259867627855099,0.0673770298200224,0.1230988696584796,-1.0361640524521771,-1.325819971853728,0.6723191317453221,0.5999106998238142,-0.0884388127436177,-0.0794663784083223,1.2689761099243366,1.1402447817963344,-0.1446494437442096,-0.2365329300206698,1.4855160681695023,1.494749067765332,0.2308599785107669,0.5142292773331724,0.2771113003482952,0.2000062487020755,-0.3160531201854288,-0.3115643357138726,1950-05-01,0.28,-0.75,-0.13,12.37,8.67,-0.59,-2.49,-0.6,-0.48,-6.1,-1.74,,-1.67
1950,6,-0.27,0.46,2.39,-0.3,1.85,0.74,0.25,-0.12,0.21,0.02,-1.73,0.36,0.89,-2.01,-0.46,0.08,-0.001655118,-0.001440833,0.3053278,0.337227157,2.190854661235452,2.711350863872142,-1.4980373510937723,-3.027494931878697,0.1255946578019653,0.2481333893484976,1.00686105467297,1.0792114368169106,-0.7687818612165049,-0.8561338525746633,0.5084529315673554,1.5553019576210336,-0.0421899674877721,-0.0319670864240542,-0.37959592399044,-1.126700114932223,0.2886156382822911,0.3004797415206676,2.067367780046947,2.2893702372385407,0.3310451070094693,0.435280866857039,-0.6845085660053751,-0.5599339407715688,0.1692453124398749,0.1398644184228109,-0.6711621720603623,-1.36370733458758,0.4709275924703711,1.102267252732535,-0.2899625416649939,-0.9625654434092542,0.9996780053652968,0.745218469081855,-0.8197520985984821,-0.7463668527881598,2.830639427964293,3.06781479951424,-0.6612286615421274,-1.1608020505557384,-1.4348900759325112,-1.8620966620618595,0.0352642433472444,0.0842547066327962,0.0620841971782084,0.063867536546174,0.1067110733952598,0.1043276900681751,1950-06-01,-0.09,-0.64,-0.66,20.28,21.5,-0.77,-2.09,-0.96,0.19,-6.62,-1.71,,-1.18
1950,7,-0.21,1.95,3.18,0.67,4.11,-0.04,1.49,-0.15,-0.78,0.6,-0.57,-1.25,0.3,-3.15,-0.27,-0.83,-2.164678079,-1.954583204,1.240935168,1.672610934,2.571489868743328,2.748486314723094,-1.2584634757547597,-2.650169757564352,0.7546960045409605,1.7917169976467828,-1.3440700692439451,-1.7232164066360054,0.9499732554467836,1.7640069160616765,0.783467241839334,1.7362123456879486,-0.4673700687514746,-0.4025639340584742,-0.3013617480442441,-0.8811173533241327,-0.0937932566206889,-0.082472639677275,0.0674061867390807,0.0751031089661408,-0.5792397732958143,-1.1079369712351423,2.014664215203176,1.5605180152001543,-0.5676692290261283,-0.4042026871592432,0.0534443901089007,0.1202920126187819,0.3405586363601323,0.6176744959900399,-0.3011690007730148,-1.1062124850844788,-1.694395872717294,-1.6832236765804702,1.978801634547133,2.904510973062675,2.37868642209904,2.1783041812339867,-0.3854292876714513,-0.9127982694409612,-0.2226830389974825,-0.3163399785535358,-0.4124837603345299,-1.338747579003166,-0.3307097260902942,-0.308271080214623,0.3146617085872707,0.410636931586091,1950-07-01,0.42,-0.37,-0.6,18.09,14.18,-1.71,-2.08,-0.3,0.02,-7.12,-1.57,,-0.94
1950,8,-0.1,0.18,0.89,1.1,0.59,-0.26,0.86,-0.09,-0.92,1.6,-1.26,-0.26,0.61,-2.28,0.48,-0.96,-2.249634769,-1.624958844,0.304663853,0.432556922,1.853926594556711,2.126338587461868,-0.8681980403588001,-1.604535373497216,-0.1878307558854217,-0.3712414983910548,0.3009704290728621,0.359541113479262,0.229002800533868,0.2750513421436967,-0.2680723041929032,-0.9629325441229054,-0.1872460062862693,-0.1503458339674043,-0.3435950316512608,-1.2266146508940494,0.8633261177150153,1.0396220424328777,-1.5608092765837165,-1.4750256997410618,-0.0324285336685434,-0.0843482842614431,-0.7702168933777873,-0.7778989153772435,0.464553202658454,0.4046276759463207,0.343755199894894,0.8015073965002749,0.5343184204396287,1.364782651916834,-0.4934908012065035,-1.3844463802193343,-0.8736218174472477,-0.785961000374749,0.2727576947674628,0.3901906973264134,1.3307784388269075,1.493508146803037,-0.2843142606160405,-0.605194027366741,1.3553804982558226,1.579871540902491,-0.0776728132556936,-0.3656573121954501,-0.1665284694096094,-0.1723384490298672,0.2326924816886308,0.3548819013801163,1950-08-01,0.18,-0.44,-0.21,16.95,10.45,-1.28,-1.53,-0.16,-0.55,-6.51,-1.35,,-0.96
1950,9,-0.16,1.72,2.11,-1.3,-0.03,0.44,0.16,-0.13,0.33,0.78,0.12,0.45,0.34,-2.0,-0.62,-1.27,-0.170174515,-0.152614617,-0.139436316,-0.170147279,2.157390353245725,1.9947115189449864,-0.5037879449148119,-0.8028157273977831,-0.2527587551534473,-0.3995888172835582,0.7723032591608128,1.0841915213690043,1.241739397605265,1.4943406421571566,-0.0506789530020296,-0.1345878172457892,2.1804424615436986,2.14949675512855,-0.702421317941267,-2.010998530900696,0.2518325319774632,0.2151482346330568,-0.5563665831610205,-0.484796701944269,-0.2465694762977968,-0.624005060910724,-0.0490640398053106,-0.0485469256731993,0.0702719259820661,0.0740204560991057,-0.9597880466163192,-1.3963667512673306,0.6592085005808812,0.9457703418750116,-0.1046866185776869,-0.1524068419338869,-0.2730871251532853,-0.2293114262167726,-0.0942245941618069,-0.1231666550686809,0.3488021543862558,0.3315527157957259,-0.2348135703783143,-0.35261028328847,1.7056517633828463,1.859691016280117,-0.0930588854320484,-0.4560370902328172,-0.7456072666459033,-0.8258125191314958,-0.7147674307402223,-0.6445207038422869,1950-09-01,-0.36,-0.42,-0.23,4.76,8.87,-0.54,-1.16,-0.65,-0.69,-3.83,-0.95,,-1.0
1950,10,-0.34,0.97,2.14,0.45,-0.51,-1.15,0.78,-0.07,-0.33,-1.09,0.18,1.17,-1.41,-1.7,0.37,-0.99,2.625530182,1.977718735,-0.838050259,-0.910396074,0.0977308301664994,0.0999017294018372,0.2781065549934518,0.4154603011476497,0.7228716469554666,0.7608412695307669,-0.2658396840440074,-0.346270725654007,0.1866623979350272,0.1841722121028671,0.5754820869017485,1.1180407346456016,0.5441989466847144,0.505988420826344,0.2389756759925858,0.8102251375209898,-0.6074547106905932,-0.6933820957683203,0.1223524600166756,0.10885807853626,-0.8061225348762271,-1.576067807169614,1.6413177315045822,2.543594538126348,0.408213257905885,0.5302150971047671,-1.474971480640913,-1.707723016656352,0.1759659788287599,0.2694477703496464,0.1056847568148842,0.127892629929703,3.186812269412439,3.525545042536924,-1.693348034603389,-1.3754405995473842,0.8487650802621616,0.7264151292261032,-1.0938289647844823,-1.4156975598579569,0.1237660340483444,0.1134924082669066,-0.0365353618070544,-0.1545738061497741,1.7728339377184987,1.423144207006809,-0.5173638521427089,-0.4213467070338149,1950-10-01,-0.34,-0.62,-0.42,3.53,16.89,-0.91,-1.06,-0.36,-0.35,-2.4,-0.76,,-1.02
